country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Austria,AUT,Europe,8932664,cases,8065.0,2021-33,156.347535292943,671418.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9436.0,2021-34,195.921395901603,680854.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11306.0,2021-35,232.20396513291,692160.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14060.0,2021-36,283.969037680137,706220.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,13748.0,2021-37,311.306906875709,719968.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11763.0,2021-38,285.592293631553,731731.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12594.0,2021-39,272.673415232007,744325.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12784.0,2021-40,284.103376103702,757109.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15360.0,2021-41,315.068382735542,772469.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23855.0,2021-42,439.006773343316,796324.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,34574.0,2021-43,654.10497920889,830898.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,56501.0,2021-44,1019.57266051874,887399.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,78822.0,2021-45,1514.92320767914,966221.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,97281.0,2021-46,1971.44995042912,1063502.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,82683.0,2021-47,2014.67333821131,1146185.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,50887.0,2021-48,1495.29860296995,1197072.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29305.0,2021-49,897.738905213495,1226377.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18860.0,2021-50,539.200847585894,1245237.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14638.0,2021-51,375.005709383002,1259875.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23126.0,2021-52,422.763018960525,1283001.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,62443.0,2022-01,957.933713839455,1345444.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,111045.0,2022-02,1942.17536896048,1456489.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,176107.0,2022-03,3214.62891697259,1632596.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,226989.0,2022-04,4512.60676546213,1859585.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,231394.0,2022-05,5131.53746743413,2090979.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,216500.0,2022-06,5014.11449036928,2307479.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,195946.0,2022-07,4617.27878715689,2503425.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,185634.0,2022-08,4271.73797200925,2689059.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,217174.0,2022-09,4509.38264329656,2906233.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,299437.0,2022-10,5783.3922780483,3205670.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,316254.0,2022-11,6892.57986195384,3521924.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,248260.0,2022-12,6319.66007005301,3770184.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,151741.0,2022-13,4477.95864705087,3921925.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,96640.0,2022-14,2780.59266530119,4018565.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,63351.0,2022-15,1791.07822705522,4081916.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,49043.0,2022-16,1258.23606485143,4130959.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40387.0,2022-17,1001.15710162164,4171346.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,36973.0,2022-18,866.035037252045,4208319.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29760.0,2022-19,747.067168316193,4238079.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,20279.0,2022-20,560.180031399368,4258358.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15305.0,2022-21,398.358205346132,4273663.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,19526.0,2022-22,389.928469267399,4293189.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,25456.0,2022-23,503.567580735154,4318645.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40860.0,2022-24,742.398908097293,4359505.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,60333.0,2022-25,1132.84234132169,4419838.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,71348.0,2022-26,1474.15149612702,4491186.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,73802.0,2022-27,1624.93518171063,4564988.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,83459.0,2022-28,1760.51623569408,4648447.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,79524.0,2022-29,1824.57327399754,4727971.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,54640.0,2022-30,1501.94835493645,4782611.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,42880.0,2022-31,1091.72358884203,4825491.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,38595.0,2022-32,912.10192166637,4864086.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,37625.0,2022-33,853.272887013325,4901711.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,33697.0,2022-34,798.440420461354,4935408.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29593.0,2022-35,708.523235621535,4965001.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,28957.0,2022-36,655.459558313175,4993958.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,36218.0,2022-37,729.625562989943,5030176.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,52252.0,2022-38,990.410027736407,5082428.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-01,,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-02,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-03,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-04,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-05,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-06,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-07,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-08,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-09,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0.0,2020-10,0.0,0.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,2.0,2020-11,0.223897372609112,2.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,31.0,2020-12,3.69430664805035,33.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,101.0,2020-13,14.7772265922014,134.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,125.0,2020-14,25.3004031048296,259.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,150.0,2020-15,30.7858887337529,409.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,118.0,2020-16,30.002247929621,527.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,75.0,2020-17,21.6060964567793,602.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,42.0,2020-18,13.0979962976331,644.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,24.0,2020-19,7.38861329610069,668.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,9.0,2020-20,3.69430664805035,677.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,14.0,2020-21,2.57481978500479,691.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,4.0,2020-22,2.01507635348201,695.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,7.0,2020-23,1.23143554935012,702.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,8.0,2020-24,1.67923029456834,710.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,12.0,2020-25,2.23897372609112,722.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,9.0,2020-26,2.35092241239568,731.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,2.0,2020-27,1.23143554935012,733.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,3.0,2020-28,0.55974343152278,736.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,2.0,2020-29,0.55974343152278,738.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,4.0,2020-30,0.671692117827336,742.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,5.0,2020-31,1.007538176741,747.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,4.0,2020-32,1.007538176741,751.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,6.0,2020-33,1.11948686304556,757.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,3.0,2020-34,1.007538176741,760.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,1.0,2020-35,0.447794745218224,761.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,4.0,2020-36,0.55974343152278,765.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,11.0,2020-37,1.67923029456834,776.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15.0,2020-38,2.91066584391846,791.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,25.0,2020-39,4.47794745218224,816.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,30.0,2020-40,6.15717774675058,846.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,50.0,2020-41,8.95589490436448,896.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,57.0,2020-42,11.9785094345875,953.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,102.0,2020-43,17.7998411224244,1055.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,234.0,2020-44,37.6147585983308,1289.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,365.0,2020-45,67.057263096429,1654.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,549.0,2020-46,102.321099282364,2203.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,671.0,2020-47,136.577397291558,2874.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,729.0,2020-48,156.728160826378,3603.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,776.0,2020-49,168.482772888357,4379.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,696.0,2020-50,164.788466240306,5075.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,587.0,2020-51,143.630164528745,5662.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,460.0,2020-52,117.21027456087,6122.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,397.0,2020-53,95.9400241630045,6519.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,347.0,2021-01,83.2898226105896,6866.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,360.0,2021-02,79.1477212173211,7226.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,297.0,2021-03,73.5502869020933,7523.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,292.0,2021-04,65.9377762333835,7815.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,220.0,2021-05,57.3177273879327,8035.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,180.0,2021-06,44.7794745218224,8215.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,151.0,2021-07,37.055015166808,8366.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,147.0,2021-08,33.3607085187577,8513.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,132.0,2021-09,31.2336834789711,8645.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,159.0,2021-10,32.5770677146258,8804.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,183.0,2021-11,38.2864507161581,8987.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,177.0,2021-12,40.3015270696401,9164.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,215.0,2021-13,43.8838850313859,9379.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,207.0,2021-14,47.2423456205226,9586.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,202.0,2021-15,45.7870126985634,9788.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,161.0,2021-16,40.6373731285538,9949.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,155.0,2021-17,35.3757848722397,10104.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,113.0,2021-18,30.002247929621,10217.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,78.0,2021-19,21.3821990841702,10295.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,54.0,2021-20,14.7772265922014,10349.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,45.0,2021-21,11.082919944151,10394.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,33.0,2021-22,8.73199753175537,10427.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,22.0,2021-23,6.15717774675058,10449.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15.0,2021-24,4.14210139326857,10464.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,12.0,2021-25,3.02261453022301,10476.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,9.0,2021-26,2.35092241239568,10485.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,2.0,2021-27,1.23143554935012,10487.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,4.0,2021-28,0.671692117827336,10491.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,5.0,2021-29,1.007538176741,10496.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,4.0,2021-30,1.007538176741,10500.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,9.0,2021-31,1.45533292195923,10509.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,8.0,2021-32,1.90312766717745,10517.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,7.0,2021-33,1.67923029456834,10524.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,27.0,2021-34,3.8062553343549,10551.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,37.0,2021-35,7.16471592349158,10588.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,38.0,2021-36,8.3961514728417,10626.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,64.0,2021-37,11.4187660030647,10690.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,67.0,2021-38,14.6652779058968,10757.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,56.0,2021-39,13.7696884154604,10813.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,61.0,2021-40,13.0979962976331,10874.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,77.0,2021-41,15.4489187100287,10951.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73.0,2021-42,16.7923029456834,11024.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,91.0,2021-43,18.3595845539472,11115.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,149.0,2021-44,26.8676847130934,11264.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,265.0,2021-45,46.3467561300862,11529.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,306.0,2021-46,63.9226998799015,11835.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,390.0,2021-47,77.9162856679709,12225.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,378.0,2021-48,85.976591081899,12603.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,303.0,2021-49,76.2370553734026,12906.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,213.0,2021-50,57.7655221331509,13119.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,109.0,2021-51,36.047476990067,13228.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,98.0,2021-52,23.1733780650431,13326.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,69.0,2022-01,18.6954306128608,13395.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,65.0,2022-02,15.0011239648105,13460.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,72.0,2022-03,15.3369700237242,13532.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,99.0,2022-04,19.1432253580791,13631.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,131.0,2022-05,25.7481978500479,13762.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,172.0,2022-06,33.9204519502805,13934.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,189.0,2022-07,40.4134757559447,14123.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,205.0,2022-08,44.1077824039951,14328.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,208.0,2022-09,46.2348074437816,14536.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,180.0,2022-10,43.4360902861677,14716.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,232.0,2022-11,46.1228587574771,14948.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,406.0,2022-12,71.4232618623067,15354.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,252.0,2022-13,73.6622355883978,15606.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,248.0,2022-14,55.974343152278,15854.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,136.0,2022-15,42.9882955409495,15990.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,63.0,2022-16,22.2777885746066,16053.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,47.0,2022-17,12.3143554935012,16100.0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,57.0,2022-18,11.6426633756738,16157.0,TESSy COVID-19,
